  -1.2019092968384454e+01	   1.5467284045046379e+03	
  -1.1632463154577648e+01	   1.5466027875002519e+03	
  -1.1142732057089036e+01	   1.5464436726280298e+03	
  -1.0549827526664815e+01	   1.5485772291332917e+03	
  -9.8537134886780589e+00	   1.5541665416386979e+03	
  -9.2092222417860246e+00	   1.5574464338327023e+03	
  -8.4357461664110307e+00	   1.5641737075598912e+03	
  -7.8428777106137009e+00	   1.5651441794424932e+03	
  -7.1982421652140545e+00	   1.5730764101271377e+03	
  -6.5795983884962741e+00	   1.5740385075427803e+03	
  -6.2701502389432324e+00	   1.5785903524299124e+03	
  -6.1411654104602640e+00	   1.5820377339630977e+03	
  -5.9346742460814337e+00	   1.5912754152087066e+03	
  -5.7537780294885561e+00	   1.6063368940345752e+03	
  -5.2888843126209704e+00	   1.6364263538184764e+03	
  -4.8497298420469459e+00	   1.6676872726919969e+03	
  -4.6171386851055605e+00	   1.6873843410745878e+03	
  -4.2554905504274050e+00	   1.7128549602356850e+03	
  -3.9712044531375064e+00	   1.7371876181749985e+03	
  -3.6609265871657506e+00	   1.7684904093833143e+03	
  -3.3506126465670931e+00	   1.8009562852142903e+03	
  -3.0660379522619898e+00	   1.8345936201348852e+03	
  -2.6269195563148564e+00	   1.8646914543857454e+03	
  -2.4196347501442190e+00	   1.8995169973298784e+03	
  -2.0834011901175131e+00	   1.9366268371845358e+03	
  -1.9020360033749171e+00	   1.9668084161049865e+03	
  -1.6433087792440695e+00	   1.9981279562472205e+03	
  -1.5396663761587526e+00	   2.0155407277192865e+03	
  -1.4620157417552910e+00	   2.0259833659223509e+03	
  -1.3324176446150062e+00	   2.0492031860407587e+03	
  -1.2804341072512919e+00	   2.0631434525787631e+03	
  -1.1772245996887811e+00	   2.0665992085789071e+03	
  -1.0998986369274171e+00	   2.0665740851780301e+03	
  -9.4535493528539760e-01	   2.0630345845082952e+03	
  -9.2015680839535463e-01	   2.0444168560787732e+03	
  -7.9167702468899392e-01	   2.0315810528947163e+03	
  -6.3774659170428549e-01	   2.0082691136397586e+03	
  -4.3259018852076991e-01	   1.9744726638469413e+03	
  -1.7573884498874648e-01	   1.9453118036108465e+03	
   2.8912513418148933e-02	   1.8952321691007867e+03	
   1.3057081202394727e-01	   1.8486752863265440e+03	
   2.5786013304258049e-01	   1.7974576905947013e+03	
   3.8522160331502420e-01	   1.7485662641081792e+03	
   5.1229447657226501e-01	   1.6903701606403754e+03	
   5.8774455873480846e-01	   1.6298646368611701e+03	
   7.1510602900724507e-01	   1.5809732103746478e+03	
   7.6553835741423271e-01	   1.5449008381382646e+03	
   8.6777385005044039e-01	   1.5169533093265843e+03	
   1.0471910069403876e+00	   1.4843283186233862e+03	
   1.1496790219649036e+00	   1.4645223821703271e+03	
   1.3293487012431591e+00	   1.4400389838257504e+03	
   1.5603525746009232e+00	   1.4085603288112943e+03	
   1.9459362242276050e+00	   1.3747052577497636e+03	
   2.2540496125853267e+00	   1.3362229715984695e+03	
   2.5878661726097043e+00	   1.2954061417348960e+03	
   3.0756131656188188e+00	   1.2312773726163646e+03	
   3.3323202106432426e+00	   1.1974641738896291e+03	
   3.6403975243740625e+00	   1.1578188031156747e+03	
   4.1796951592240319e+00	   1.0936732850632250e+03	
   4.6941914880798805e+00	   1.0609394262895592e+03	
   5.9558113773598791e+00	   1.0163318617474793e+03	
   7.1142578337042544e+00	   9.6943162582791479e+02	
   8.2728125139293347e+00	   9.2602064377633110e+02	
   9.4826653136070220e+00	   8.7445132043220804e+02	
   1.0692554187911607e+01	   8.2404508171074497e+02	
   1.1773782905375324e+01	   7.8065922306003847e+02	
   1.3449286989085493e+01	   7.8360413657567995e+02	
   1.4660943520108205e+01	   7.9018904436456546e+02	
   1.6284752663469867e+01	   7.8849836832348421e+02	
   1.6955019231282364e+01	   7.9176988605052929e+02	
   1.7727954187253850e+01	   7.8105089043781584e+02	
   1.8526520165638196e+01	   7.6567118186750292e+02	
   1.9711535584694836e+01	   7.4435043317950283e+02	
   2.0741754779721177e+01	   7.1842759280261680e+02	
   2.1824210034499508e+01	   7.1458661132235591e+02	
   2.3035289371491807e+01	   7.0256216514867845e+02	
   2.4246440857737909e+01	   6.9286388822032097e+02	
   2.5122513172018124e+01	   6.8327447936243186e+02	
   2.6514019755453603e+01	   6.7119141192004122e+02	
   2.8060178264411803e+01	   6.5905809767589585e+02	
   2.9503415862822692e+01	   6.5277370441288758e+02	
   3.1126792110661540e+01	   6.3712601289988481e+02	
   3.2750529104769399e+01	   6.3310916761348335e+02	
   3.4142216061339383e+01	   6.2684152328439325e+02	
   3.5224527017610129e+01	   6.1834820331349169e+02	
   3.6590294354752047e+01	   6.0743659496071984e+02	
   3.7698308482689477e+01	   5.9660873127753894e+02	
   3.8883720722642025e+01	   5.8808191343880105e+02	
   4.0403815313664566e+01	   5.6665229668033362e+02	
   4.1588938956601915e+01	   5.4882080186031430e+02	
   4.2335809994637749e+01	   5.2880550373327901e+02	
   4.3546564659987951e+01	   5.0631329595565984e+02	
   4.4551261056482119e+01	   4.8854042240435416e+02	
   4.5864828408498937e+01	   4.5671003977761757e+02	
