  -1.2218465870545028e+01	   7.7849132713326501e+00	
  -1.1611257917556619e+01	   7.8198926395379242e+00	
  -1.1095682221522761e+01	   7.8383824363732701e+00	
  -1.0489268308889244e+01	   7.8974439141990569e+00	
  -1.0011615980205034e+01	   7.9478692578792556e+00	
  -9.3512284978483091e+00	   8.0473284840463251e+00	
  -8.8372408825242452e+00	   8.1139825001227006e+00	
  -8.2692796974769731e+00	   8.2210342645403554e+00	
  -7.6449628216418155e+00	   8.2962374484377364e+00	
  -7.1322986069092291e+00	   8.4030283138816397e+00	
  -6.5298548960501712e+00	   8.5825003398100090e+00	
  -5.9511371109952975e+00	   8.9224327968838910e+00	
  -5.6810045822609787e+00	   9.1163941687167682e+00	
  -5.3574278440400462e+00	   9.3668080286379301e+00	
  -5.1618186494135401e+00	   9.5845036447929868e+00	
  -4.9101184441174563e+00	   9.7783780503012814e+00	
  -4.8595857159321234e+00	   9.9231316069981226e+00	
  -4.7753645022898876e+00	   1.0164387534826195e+01	
  -4.5468608625613829e+00	   1.0502667631732997e+01	
  -4.4070779984861659e+00	   1.0736157088661313e+01	
  -4.2704712958305198e+00	   1.1065974984071692e+01	
  -4.2217913284732589e+00	   1.1266920129883070e+01	
  -4.1391581955408192e+00	   1.1556340276952175e+01	
  -4.1144688341060398e+00	   1.1925773223782580e+01	
  -3.9425855652837143e+00	   1.2303929271083156e+01	
  -3.7909873807277066e+00	   1.2738189941173685e+01	
  -3.5280012151874196e+00	   1.3148890299591201e+01	
  -3.4630063653383125e+00	   1.3414141370715203e+01	
  -3.4204140407019032e+00	   1.3799716023617204e+01	
  -3.1787716799011072e+00	   1.4298630484318693e+01	
  -3.0121820134447326e+00	   1.4837333929089374e+01	
  -2.8998305968298510e+00	   1.5343666995392287e+01	
  -2.7850970591503064e+00	   1.5777753732833649e+01	
  -2.6008691096105885e+00	   1.6340626253549431e+01	
  -2.5601295458022477e+00	   1.6782392495565965e+01	
  -2.4656810923890085e+00	   1.7272583855797283e+01	
  -2.4615414953388353e+00	   1.7706148795291146e+01	
  -2.4400282953236250e+00	   1.8171910180603611e+01	
  -2.2873713902944175e+00	   1.8574061371200120e+01	
  -2.2255527018648777e+00	   1.8935640880806186e+01	
  -2.1287221273869612e+00	   1.9353585912175959e+01	
  -2.0661093986025350e+00	   1.9691083312161510e+01	
  -1.9837409457883801e+00	   1.9988530829104121e+01	
  -1.8126517173209500e+00	   2.0390768986025208e+01	
  -1.7697947125662310e+00	   2.0768316269053706e+01	
